,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,URT
261,مقهى كهرمانة,ChIJ2XD4pwNpWRURTyHWXlZDObs,32.59553350000001,44.0085019,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']",H2W5+696 كربلاء حي المدراء,2,37
262,مستر كوفي,ChIJQ1Kzs5tpWRURnVl61ZA-lNc,32.6029688,44.0165831,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']",J238+5JP، Unnamed Road، 56001،,2,176
263,كوفي شوب ليالي البارودي,ChIJSfTP4ehrWRURwggGUIGZw5o,32.6098208,44.0317752,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']","J25J+WPC, Karbala",2,183
264,مقهى القمر,ChIJy5TWeE1pWRURfFebd4QzV4Y,32.6392602,43.9912156,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",JXQR+PF4، Unnamed Road، 56001،,2,5
265,Smile cafe,ChIJF9v6oWpvWRURcMpFzGmrk1A,32.6014218,44.0270656,3.1,"['cafe', 'food', 'point_of_interest', 'establishment']",البلدية، كربلاء 56001،,2,15
266,Orang cafe/مقهى اورنج,ChIJCztUeLFpWRUR2ZkzDFK-S9E,32.6197906,44.0108377,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","J296+W8G, Karbala",2,34
267,Cafe smile,ChIJk72c-NprWRURSX6NWoFDdbc,32.6014206,44.0270789,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","J22G+HR8، شارع السيدة رقية ع, Karbala",2,139
268,مقهى محمد فارس,ChIJ079fBfRrWRURUkcxXd6yqGk,32.619396,44.0348866,3.2,"['cafe', 'food', 'point_of_interest', 'establishment']","J29M+QW9, Karbala",2,45
269,مقهى السلالمة,ChIJ4XAsj9FrWRURenXpbHERZNg,32.619526,44.0349493,3.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J29M+RX7, Karbala",2,1
270,مقهى الرواد,ChIJCegMAOxrWRURZ-DcbsphRkk,32.6095418,44.0341471,3.4,"['cafe', 'food', 'point_of_interest', 'establishment']",شارع العباس كربلاء مركز مدينة,2,25
271,مقهى حكايه,ChIJiS0AkINzWRURp5mrqxU1xqQ,32.6854837,44.09425969999999,4.4,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","طريق كربلاءبغداد عامود185 قرب قاعه الغدير للمناسبات منطقه عون ع, Karbala",2,5
272,مقهى الصادق,ChIJBzcwPY1rWRURKsjLYw0QvVU,32.6137465,44.0399965,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']","J27R+G22, Karbala",2,9
273,كوفي البيت الرياضي,ChIJk6Y8m3xrWRUR83R-ttcfUIo,32.5999904,44.0322971,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']",H2XJ+XWM، كربلاء، 56001،,2,18
274,فينيسيا كافيه VENLCE.CAFE,ChIJCWpNJ_prWRURf-x3SOU1CVQ,32.5814011,44.0207509,3.8,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",شارع حي التعاون الرئيسي كربلاء,2,25
275,Hayat cafe,ChIJ9cLjiIRpWRURlY_zrAD84n8,32.5950583,44.0159527,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",الحسين، كربلاء، كربلاء 56001،,2,53
276,مقهى الشايب,ChIJzZei8zA_WRURZvOzvLq75qI,32.5102537,44.09711009999999,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","G36W+4R, Karbala",2,0
277,قاعة و كافيه ليالينا,ChIJDZtrfXxpWRURT7DTc6u6O7c,32.60766419999999,44.0120046,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","J256+3R6, Karbala",2,51
278,مقهي علي التميمي,ChIJqzaIDjNtWRUR0B4wXpnc9Vc,32.6337466,44.0695736,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J3M9+FRP, Karbala",2,0
279,Leen Cafe,ChIJyR17qH9pWRUREmFBm-esKkk,32.5962108,44.0176666,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']","H2W9+F3M, Karbala",2,154
280,مقهى مظفر النواب,ChIJmSrdWatrWRUR8ZBueenlMTY,32.6098208,44.0317752,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","شارع البارودي, Karbala",2,0
281,مقهى صباح,ChIJWxig4V9pWRURjJbTJlCv93Y,32.6379209,43.9803945,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","JXQJ+234, Karbala",2,0
282,Grand cafe _ كوفي شوب گراند,ChIJ7WIQyBlrWRURM7ulHVOXyHg,32.603154,44.0335506,4.3,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","اذاعة الكفيل, كربلاء شارع المحافظة قرب",2,26
283,البرنس كافيه Al-prince Cafe,ChIJGfNVzJBpWRUR_8R9W6HFfXE,32.6034923,44.0020456,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","Unnamed Road, Karbala 56001،",2,1
284,مقهى حيدر حسون,ChIJ2ZArhBBrWRUR5ek0Ob5ygMc,32.6160904,44.0388376,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","J28Q+CGQ, Bab Al-khan, Karbala",2,0
285,مقهى امير عجم,ChIJU0L7Pz1rWRURgiK5Lu39H8A,32.6193032,44.03482959999999,2.3,"['cafe', 'food', 'point_of_interest', 'establishment']",J29M+QV3، كربلاء 56001،,2,3
286,surche cafe,ChIJU1OJZeJpWRUR1p9IfYM5XeM,32.5915166,44.0184773,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']",H2R9+JCR، كربلاء، 56001،,2,0
287,Hekayah Coffee Shop,ChIJlbHw0khpWRURfFa2Xqrb7y8,32.5921792,44.0191068,4.2,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",H2R9+VJH، كربلاء، 56001،,2,300
288,مقهي علي التميمي,ChIJk4AZSixpWRUROoSXIsCV71o,32.5968226,44.0174502,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","H2W8+PXG, Karbala",2,0
289,مقهى ديوان,ChIJ8dD_w7VpWRURwI0iXI4cKas,32.6044402,44.0010781,2.0,"['cafe', 'food', 'point_of_interest', 'establishment']","J232+QCV, Karbala",2,3
290,سومر كافيه ::: Sumer Cafe,ChIJc6kbWCRpWRURBjpBzyeo9ik,32.5950509,44.0190253,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","H2W9+2J6, شارع المشجر, شارع حي الحسين، Karbala",2,2
291,مقهى الاصدقاء,ChIJj7rBRj1pWRURfNuQFnqWt20,32.5908734,44.0142593,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","H2R7+CQ7، شارع حي الحسين, Karbala",2,0
292,مقهى الشايب,ChIJWeUcXJNtWRUR0K8YqV00s7Y,32.6045059,44.0942203,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","J33V+RM5, Karbala",2,5
293,مقهى القاضيه,ChIJiXHUM_1rWRUR87NbSmOVQ5s,32.6142218,44.0387025,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J27Q+MFP, Karbala",2,0
294,مون لايت كافيه,ChIJPTRL4IxpWRURCY0ER6JO5DA,32.5873647,44.01896929999999,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","H2P9+WHX, Karbala",2,4
295,كوفي هوانا,ChIJT4-95cdpWRURP8rz9ZIqaGg,32.5931311,44.0148208,0.0,"['cafe', 'food', 'point_of_interest', 'establishment']","H2V7+7WH, Karbala",2,0
296,مقهى الشباب,ChIJS_N0yvlrWRURbXpGmA3wi3o,32.6154979,44.0400387,0.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","J28R+629, Karbala",2,0
297,كوفي شوب الكوب,ChIJ00B-vTxrWRUR5ohL2mpMtX4,32.6007429,44.0231524,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",الحسين، كربلاء,2,11
298,مقهى ابو غزالة,ChIJDxbNz3VsWRURzNOHtqqBbmM,32.6216907,44.0430764,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","J2CV+M6G, Karbala",2,50
299,مقهى بايع الدخان,ChIJ4x3kDxRpWRUR2hNAcIQhclU,32.5966875,44.00743749999999,3.5,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","كربلاء،، شارع حي الحسين, Karbala",2,4
