,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
44,اللبناني شاورما و فلافل,ChIJn2RQ4R_XXhURxA592Dp4qYc,32.0202129,44.3481225,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","28CX+36Q, Najaf",2,0
45,مطعم الحويشي 2 Al-Huaishi Restaurant 2,ChIJ4SYMv3PXXhURz4QWPxRRU6s,32.0474137,44.330119,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","28WJ+X29, Najaf",2,8
46,Mr chef مستر شيف,ChIJ7Vjz_9nXXhURnGVu8p8PW4I,32.0104325,44.3524326,5.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",2963+H6G، النجف،،,2,2
47,alarish cafe and restaurant - مقهى و مطعم العريش,ChIJvyW0nO_XXhURbVbu6ToC3xU,32.0252325,44.3528664,3.9,"['restaurant', 'real_estate_agency', 'cafe', 'parking', 'point_of_interest', 'store', 'food', 'establishment']","مرح سيتي, شارع الحزام الاخضر مقابل شارع الجنسية مجاور, Najaf",2,219
48,مطعم الجامعة,ChIJ3-n8N3HXXhURfYIASD9wIgU,32.021246,44.37384,1.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","29CF+FGW, Kufa",2,4
49,بكر كينغ بلاس,ChIJFyWUdGDXXhUR2kOc_3CZdSg,32.0193119,44.3484572,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","289X+P9G, Kufa",2,0
50,360 Restaurant,ChIJyzZ_GgTXXhURKCl2gJtrEwg,32.0034542,44.3558819,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","2934+99M, Najaf",2,653
51,مندي حضرموت الموقع الجديد,ChIJxcmQNjrXXhUR2mdSF1CXQi0,32.0056821,44.3547318,3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","2943+8W6, Kufa",2,2
52,2020 مطعم,ChIJq_t09HbXXhURkdqtAd9b-Yg,32.008337,44.3581537,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","2955+87F مقابل سيتي مول, شارع الروان، Najaf",2,4
53,Am Am Fast Food مأكولات عم عم,ChIJu8rak63QXhURPT9rvmFjXKs,31.9957011,44.3203675,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","X8WC+74Q, Najaf",2,6
