,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
52,محلات حمزة منكاش,ChIJuQGtmK7nWBURbo6_0X1r9Ck,32.3923512,44.5384862,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","27, الحصين،",2,1
53,Shok,ChIJXSKJC0zjWBURPopkaTC_iPI,32.4736266,44.4251904,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCFG+F34, Hillah",2,0
54,Almadaq,ChIJ8ykwZ8DhWBURUL3drGlMQkU,32.4346682,44.4175841,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",CCM8+RRX، حي النور,2,24
55,محل ابو يوسف للدجاج الحي,ChIJ2aj7MzAfWRURPJvfxcoxQQ8,32.4635778,44.376628,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","F97G+CMC، طريق العلويه شريفه, Hillah",2,1
56,Al-Akhawain Restaurant,ChIJm0X__yEeWRUR9TOmwASCFek,32.4465178,44.3946318,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","C9WV+JV2، شارع 80, Hillah",2,31
57,مطعم سومر,ChIJY0MYMG3iWBURoX3pNX51Qc4,32.4815248,44.4113985,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع 60, Hillah",2,1051
58,Abu Hamza Restaurant,ChIJbSuOeUziWBURvzabi_IKheM,32.4700736,44.43411520000001,3.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","FCCM+2JH, Hillah",2,35
59,Kabebchi Restaurant,ChIJTR6q_bvjWBUREHGRh8O_pBg,32.4707898,44.4252311,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع 40،, Hillah",2,1010
60,Kabebchi Restaurant,ChIJTR6q_bvjWBUREHGRh8O_pBg,32.4707898,44.4252311,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع 40،, Hillah",2,1010
61,مطعم سومر,ChIJY0MYMG3iWBURoX3pNX51Qc4,32.4815248,44.4113985,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع 60, Hillah",2,1051
62,مطعم و مشويات ابو صفاء,ChIJYSC4EtviWBURiGuuwkMzj6I,32.5095315,44.4293503,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","GC5H+RP9, Hillah",2,466
