,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,URT
260,مقهى علاء الدين,ChIJS4qlGoiBVxUROgrCLvupXVM,33.25739970000001,44.4080745,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']","7C45+X64, Abu Tayara St, Baghdad",2,137
261,مقهى الفضاء,ChIJo5M53xN5VxURdQUEPBq58hY,33.3933092,44.35526600000001,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","99V4+84J, Baghdad",2,92
262,مقهى بغداد التراثي,ChIJa7qIbwXVWRURWfKf2-zRHnk,33.2514081,44.3613115,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","7926+GGG, مقابل سكة القطار، القادسية .مجاور علوة سيد الخضار،، بغداد،، بغداد،،, Baghdad",2,20
263,Damasquino Coffee Shop,ChIJD3KXuiV-VxURLd4XVRaq390,33.2878115,44.3502118,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","79Q2+43Q، Unnamed Road, Baghdad",2,235
264,مقهى الحجي,ChIJ89hJKk55VxUR6FzWfInMVEU,33.3599263,44.3417592,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","985R+XP6, Baghdad",2,21
265,مقهى كلكامش,ChIJidCGs9GBVxURFF-udwmj7HY,33.30862219999999,44.4235891,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","8C5F+CCW, Baghdad",2,162
266,مقهى ليالي زيونة,ChIJdw6KTF2DVxURBoEByOO90oA,33.3242454,44.4448356,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']","8CFV+MWW, سوق المدينة،, Baghdad",2,29
267,مقهى الاسطورة,ChIJI-2WgTiFVxUR-OEDSh4vOso,33.3054801,44.4867402,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","8F4P+5MX, Baghdad",2,19
268,مقهى ابراهيم أفندي,ChIJ26UyaIeDVxURca3XuKQbcy8,33.35314630000001,44.4166924,5.0,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",9C38+7M4، Unnamed Road،، بغداد،،,2,4
269,Al-Remas Coffee,ChIJWbkUf4mDVxURrrZMF39kssg,33.3217086,44.4724307,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","8FCC+PW5, Baghdad",2,19
270,مقهى الربيع Coffee AL-Rabee,ChIJW50nEvN7VxURy2xhovb70SY,33.3863751,44.3227408,3.9,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","98PF+G3X, Muhit Street, Baghdad",2,68
271,LA CASA CAFE,ChIJ6fAm_quBVxURfv-oE0ktDuU,33.2988125,44.4320625,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","7CXJ+GRM, Baghdad",2,82
272,Apple Cafe (the finest types of hot drinks),ChIJBb4_UrmcVxURjXzLMSJgBR8,33.3899699,44.46017519999999,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",سوق مريدي بغداد مدينة الصدر,2,48
273,Swan Cafe,ChIJQckhF3iBVxUR2egkrzt4Rkc,33.3059118,44.4380543,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","42nd St, Baghdad",2,139
274,مقهى ديكان,ChIJkWwyxNp5VxUR4Wv66mDkJAw,33.3360884,44.3959216,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']","89PW+C9C، شارع الرشيد، بغداد،, Baghdad",2,3
275,TCHE TCHE Cafe’,ChIJZ4JKvqeBVxURk0uKm0LAkgI,33.3091907,44.43701009999999,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","8C5P+MR6, 42nd St, Baghdad",2,351
276,مقهى الجادرية,ChIJo2WC5H9_VxURnISLXjBZCRc,33.2826886,44.3935714,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","79MV+3CG, Baghdad",2,4
277,Shahrazad Cafe,ChIJ5w8wLv9-VxUR9f_HO-6uPF0,33.3164702,44.357168,3.6,"['cafe', 'food', 'point_of_interest', 'establishment']","8984+HVM, Baghdad",2,253
278,مقهى علي فاروق,ChIJdXfgcgCDVxURj6Wk49pw3Qo,33.3375775,44.4051842,3.6,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']","8CQ4+23F, Baghdad",2,14
279,مقهى الذهبي,ChIJR0PLo92DVxURXBOrFJqnxgE,33.3618006,44.4444837,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","9C6V+PR2, Baghdad",2,49
280,واي كافيه - cafe why,ChIJ5W_S6baDVxURTB2Dsnc22eU,33.3219789,44.4640229,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']","شارع دار الازياء, Baghdad",2,28
281,ميكانو كافيه (مقهى الرواد),ChIJJx_MvXB_VxUR_fK0YUmKCNM,33.3177526,44.3550035,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']","8993+4X9, Baghdad",2,11
282,مقهى باب الحارة,ChIJdQl7UbDVWRUR-pih2AOpmHg,33.2383173,44.3377395,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']","68QQ+83P, Baghdad",2,26
283,كوفي شوب الرمال,ChIJCwKFc9eDVxURzFSxC5ydBqY,33.3418921,44.470646,4.3,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","8FRC+Q72، Unnamed Road, Baghdad",2,31
284,Fayrouz Cafe-فيروز كافيه,ChIJq-U-MyV_VxURHqC_ScN9cT8,33.2864252,44.3851596,4.2,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","79PP+H3F, Unnamed Road, Baghdad",2,191
285,مقهى المدلل,ChIJr4BPFiV5VxURykWuBlm-RoI,33.3432583,44.3870163,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","89VP+8R2, ساحة الميدان،, Baghdad",2,36
286,كوفي شوب Today,ChIJI33QD8l5VxURcS0fd-2zfTI,33.4186761,44.3625459,3.5,"['cafe', 'food', 'point_of_interest', 'establishment']","C997+F27, Baghdad",2,2
287,مقهى جواهر,ChIJabefsAODVxURvsEb3WZCzYI,33.332337,44.4106513,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",Unnamed Road، بغداد، بغداد فضوك,2,2
288,Alps Cafe,ChIJTQQTUs5_VxUR8MMJt36VhQ0,33.3058125,44.3418125,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']","884R+8PR, Baghdad",2,121
289,London cafe,ChIJBdMqRLyDVxUR919DQgSOX6k,33.3317796,44.4527679,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","8FJ3+P42, Baghdad",2,11
290,مقهى الحطاب Coffee Alhattab,ChIJb0Ly9P3VWRUR9J-2A3H9rMc,33.2510625,44.3528125,4.2,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","السيدية، بغداد،, Baghdad",2,31
291,مقهى الفردوس,ChIJGYBwuUx_VxURl_OpICrpgXY,33.33711470000001,44.3860565,3.9,"['cafe', 'food', 'point_of_interest', 'establishment']","89PP+RCV, Baghdad",2,15
292,مقهى ابو زعبل؟,ChIJSU9m2ZODVxURB3p9PYgkclo,33.3883933,44.4141424,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","9CQ7+8MP, Baghdad",2,29
293,Captain's Café,ChIJyzLyBmF_VxURFP_RQ__hl7M,33.3296509,44.384317,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",شارع 6، بغداد،,2,3
294,مقهى كلاسيكو الاصدقاء,ChIJV4n8bQ2FVxURpheLT5axBHQ,33.2903142,44.54285489999999,4.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","شارع ألسده, الكرغوليه",2,4
295,Ercal cafe كافية ايركال,ChIJIVn5JLd9VxURz5__3K4vnsI,33.3186487,44.3235512,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']","AL-RABEE شارع فلكة شبوط, Baghdad",2,9
296,مطعم و مقهى الصيد التراثي,ChIJWUQyqFx-VxUR9Kvb04sxDmI,33.3105978,44.3473142,4.3,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']",Baghdad,2,51
297,Rihanna Cafe,ChIJW0FY5heDVxURmCamQYgnbtg,33.363943,44.4474294,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']","9C7W+HXF, Baghdad",2,13
298,مقهى السلطان,ChIJIeTCFZOBVxURmMprHyZ4vnE,33.2468822,44.4336332,0.0,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']","6CWM+PF7, Baghdad",2,0
299,مقهى ابو حازم,ChIJKbVtpq55VxUR1WN5E1B-Jpg,33.4080141,44.3556834,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']","C954+774, Baghdad",2,1
